name;lat ;long
Mercamadrid;40.36006;-3.66992
Mercabarna;41.331191763770796; 2.1150670574181376
Mercavalencia;39.43591901881643;-0.3555029868178316
Mercasevilla;37.38716062073189;-5.935893615713285
Mercabilbao;43.231984818789236;-2.8856247597139424
Frutos rojos;37.18323000160519; -6.851505965843652
